,Time:512Hz,Epoch,Electrode,Event Id
7680,15.0,240,40.0,0.0
7681,15.001953125,240,39.0,0.0
7682,15.00390625,240,91.0,0.0
7683,15.005859375,240,125.0,0.0
7684,15.0078125,240,71.0,0.0
7685,15.009765625,240,50.0,0.0
7686,15.01171875,240,72.0,0.0
7687,15.013671875,240,69.0,0.0
7688,15.015625,240,84.0,0.0
7689,15.017578125,240,112.0,0.0
7690,15.01953125,240,90.0,0.0
7691,15.021484375,240,55.0,0.0
7692,15.0234375,240,50.0,0.0
7693,15.025390625,240,40.0,0.0
7694,15.02734375,240,37.0,0.0
7695,15.029296875,240,69.0,0.0
7696,15.03125,240,60.0,0.0
7697,15.033203125,240,7.0,0.0
7698,15.03515625,240,-4.0,0.0
7699,15.037109375,240,5.0,0.0
7700,15.0390625,240,2.0,0.0
7701,15.041015625,240,-22.0,0.0
7702,15.04296875,240,-5.0,0.0
7703,15.044921875,240,89.0,0.0
7704,15.046875,240,144.0,0.0
7705,15.048828125,240,134.0,0.0
7706,15.05078125,240,112.0,0.0
7707,15.052734375,240,100.0,0.0
7708,15.0546875,240,113.0,0.0
7709,15.056640625,240,104.0,0.0
7710,15.05859375,240,65.0,0.0
7711,15.060546875,240,49.0,0.0
7712,15.0625,241,53.0,0.0
7713,15.064453125,241,55.0,0.0
7714,15.06640625,241,42.0,0.0
7715,15.068359375,241,51.0,0.0
7716,15.0703125,241,70.0,0.0
7717,15.072265625,241,52.0,0.0
7718,15.07421875,241,-2.0,0.0
7719,15.076171875,241,-37.0,0.0
7720,15.078125,241,-22.0,0.0
7721,15.080078125,241,26.0,0.0
7722,15.08203125,241,74.0,0.0
7723,15.083984375,241,98.0,0.0
7724,15.0859375,241,99.0,0.0
7725,15.087890625,241,92.0,0.0
7726,15.08984375,241,66.0,0.0
7727,15.091796875,241,89.0,0.0
7728,15.09375,241,90.0,0.0
7729,15.095703125,241,58.0,0.0
7730,15.09765625,241,25.0,0.0
7731,15.099609375,241,-21.0,0.0
7732,15.1015625,241,-57.0,0.0
7733,15.103515625,241,-1.0,0.0
7734,15.10546875,241,68.0,0.0
7735,15.107421875,241,87.0,0.0
7736,15.109375,241,84.0,0.0
7737,15.111328125,241,53.0,0.0
7738,15.11328125,241,-4.0,0.0
7739,15.115234375,241,-17.0,0.0
7740,15.1171875,241,13.0,0.0
7741,15.119140625,241,43.0,0.0
7742,15.12109375,241,50.0,0.0
7743,15.123046875,241,70.0,0.0
7744,15.125,242,116.0,0.0
7745,15.126953125,242,122.0,0.0
7746,15.12890625,242,140.0,0.0
7747,15.130859375,242,153.0,0.0
7748,15.1328125,242,136.0,0.0
7749,15.134765625,242,97.0,0.0
7750,15.13671875,242,65.0,0.0
7751,15.138671875,242,68.0,0.0
7752,15.140625,242,44.0,0.0
7753,15.142578125,242,-17.0,0.0
7754,15.14453125,242,-12.0,0.0
7755,15.146484375,242,80.0,0.0
7756,15.1484375,242,150.0,0.0
7757,15.150390625,242,187.0,0.0
7758,15.15234375,242,130.0,0.0
7759,15.154296875,242,71.0,0.0
7760,15.15625,242,24.0,0.0
7761,15.158203125,242,-7.0,0.0
7762,15.16015625,242,37.0,0.0
7763,15.162109375,242,38.0,0.0
7764,15.1640625,242,-62.0,0.0
7765,15.166015625,242,-51.0,0.0
7766,15.16796875,242,40.0,0.0
7767,15.169921875,242,39.0,0.0
7768,15.171875,242,-33.0,0.0
7769,15.173828125,242,-46.0,0.0
7770,15.17578125,242,68.0,0.0
7771,15.177734375,242,150.0,0.0
7772,15.1796875,242,-10.0,0.0
7773,15.181640625,242,-276.0,0.0
7774,15.18359375,242,-422.0,0.0
7775,15.185546875,242,-393.0,0.0
7776,15.1875,243,-298.0,0.0
7777,15.189453125,243,-213.0,0.0
7778,15.19140625,243,-146.0,0.0
7779,15.193359375,243,-204.0,0.0
7780,15.1953125,243,-284.0,0.0
7781,15.197265625,243,-169.0,0.0
7782,15.19921875,243,53.0,0.0
7783,15.201171875,243,149.0,0.0
7784,15.203125,243,123.0,0.0
7785,15.205078125,243,37.0,0.0
7786,15.20703125,243,-11.0,0.0
7787,15.208984375,243,-107.0,0.0
7788,15.2109375,243,-248.0,0.0
7789,15.212890625,243,-326.0,0.0
7790,15.21484375,243,-437.0,0.0
7791,15.216796875,243,-407.0,0.0
7792,15.21875,243,-248.0,0.0
7793,15.220703125,243,26.0,0.0
7794,15.22265625,243,227.0,0.0
7795,15.224609375,243,408.0,0.0
7796,15.2265625,243,660.0,0.0
7797,15.228515625,243,346.0,0.0
7798,15.23046875,243,-198.0,0.0
7799,15.232421875,243,-247.0,0.0
7800,15.234375,243,281.0,0.0
7801,15.236328125,243,435.0,0.0
7802,15.23828125,243,-75.0,0.0
7803,15.240234375,243,-376.0,0.0
7804,15.2421875,243,-93.0,0.0
7805,15.244140625,243,118.0,0.0
7806,15.24609375,243,-446.0,0.0
7807,15.248046875,243,-931.0,0.0
7808,15.25,244,-791.0,0.0
7809,15.251953125,244,-510.0,0.0
7810,15.25390625,244,-602.0,0.0
7811,15.255859375,244,-984.0,0.0
7812,15.2578125,244,-966.0,0.0
7813,15.259765625,244,-409.0,0.0
7814,15.26171875,244,212.0,0.0
7815,15.263671875,244,524.0,0.0
7816,15.265625,244,212.0,0.0
7817,15.267578125,244,-199.0,0.0
7818,15.26953125,244,-308.0,0.0
7819,15.271484375,244,-324.0,0.0
7820,15.2734375,244,-308.0,0.0
7821,15.275390625,244,357.0,0.0
7822,15.27734375,244,1576.0,0.0
7823,15.279296875,244,2047.0,0.0
7824,15.28125,244,1867.0,0.0
7825,15.283203125,244,1424.0,0.0
7826,15.28515625,244,774.0,0.0
7827,15.287109375,244,-250.0,0.0
7828,15.2890625,244,-945.0,0.0
7829,15.291015625,244,-1189.0,0.0
7830,15.29296875,244,-1234.0,0.0
7831,15.294921875,244,-1326.0,0.0
7832,15.296875,244,-1176.0,0.0
7833,15.298828125,244,-845.0,0.0
7834,15.30078125,244,-530.0,0.0
7835,15.302734375,244,-133.0,0.0
7836,15.3046875,244,151.0,0.0
7837,15.306640625,244,124.0,0.0
7838,15.30859375,244,-229.0,0.0
7839,15.310546875,244,-679.0,0.0
7840,15.3125,245,-900.0,0.0
7841,15.314453125,245,-665.0,0.0
7842,15.31640625,245,35.0,0.0
7843,15.318359375,245,807.0,0.0
7844,15.3203125,245,1200.0,0.0
7845,15.322265625,245,1270.0,0.0
7846,15.32421875,245,893.0,0.0
7847,15.326171875,245,450.0,0.0
7848,15.328125,245,338.0,0.0
7849,15.330078125,245,50.0,0.0
7850,15.33203125,245,-563.0,0.0
7851,15.333984375,245,-774.0,0.0
7852,15.3359375,245,-486.0,0.0
7853,15.337890625,245,-262.0,0.0
7854,15.33984375,245,-9.0,0.0
7855,15.341796875,245,208.0,0.0
7856,15.34375,245,70.0,0.0
7857,15.345703125,245,-195.0,0.0
7858,15.34765625,245,-321.0,0.0
7859,15.349609375,245,-233.0,0.0
7860,15.3515625,245,-109.0,0.0
7861,15.353515625,245,-141.0,0.0
7862,15.35546875,245,-270.0,0.0
7863,15.357421875,245,-291.0,0.0
7864,15.359375,245,-147.0,0.0
7865,15.361328125,245,-12.0,0.0
7866,15.36328125,245,49.0,0.0
7867,15.365234375,245,130.0,0.0
7868,15.3671875,245,195.0,0.0
7869,15.369140625,245,194.0,0.0
7870,15.37109375,245,96.0,0.0
7871,15.373046875,245,-7.0,0.0
7872,15.375,246,34.0,0.0
7873,15.376953125,246,119.0,0.0
7874,15.37890625,246,139.0,0.0
7875,15.380859375,246,148.0,0.0
7876,15.3828125,246,170.0,0.0
7877,15.384765625,246,196.0,0.0
7878,15.38671875,246,216.0,0.0
7879,15.388671875,246,228.0,0.0
7880,15.390625,246,256.0,0.0
7881,15.392578125,246,244.0,0.0
7882,15.39453125,246,198.0,0.0
7883,15.396484375,246,228.0,0.0
7884,15.3984375,246,308.0,0.0
7885,15.400390625,246,321.0,0.0
7886,15.40234375,246,293.0,0.0
7887,15.404296875,246,279.0,0.0
7888,15.40625,246,243.0,0.0
7889,15.408203125,246,184.0,0.0
7890,15.41015625,246,112.0,0.0
7891,15.412109375,246,102.0,0.0
7892,15.4140625,246,155.0,0.0
7893,15.416015625,246,215.0,0.0
7894,15.41796875,246,228.0,0.0
7895,15.419921875,246,243.0,0.0
7896,15.421875,246,272.0,0.0
7897,15.423828125,246,260.0,0.0
7898,15.42578125,246,196.0,0.0
7899,15.427734375,246,128.0,0.0
7900,15.4296875,246,84.0,0.0
7901,15.431640625,246,59.0,0.0
7902,15.43359375,246,98.0,0.0
7903,15.435546875,246,131.0,0.0
7904,15.4375,247,132.0,0.0
7905,15.439453125,247,173.0,0.0
7906,15.44140625,247,183.0,0.0
7907,15.443359375,247,162.0,0.0
7908,15.4453125,247,130.0,0.0
7909,15.447265625,247,120.0,0.0
7910,15.44921875,247,99.0,0.0
7911,15.451171875,247,41.0,0.0
7912,15.453125,247,22.0,0.0
7913,15.455078125,247,70.0,0.0
7914,15.45703125,247,114.0,0.0
7915,15.458984375,247,133.0,0.0
7916,15.4609375,247,115.0,0.0
7917,15.462890625,247,82.0,0.0
7918,15.46484375,247,96.0,0.0
7919,15.466796875,247,147.0,0.0
7920,15.46875,247,204.0,0.0
7921,15.470703125,247,178.0,0.0
7922,15.47265625,247,101.0,0.0
7923,15.474609375,247,100.0,0.0
7924,15.4765625,247,133.0,0.0
7925,15.478515625,247,144.0,0.0
7926,15.48046875,247,146.0,0.0
7927,15.482421875,247,147.0,0.0
7928,15.484375,247,118.0,0.0
7929,15.486328125,247,52.0,0.0
7930,15.48828125,247,42.0,0.0
7931,15.490234375,247,91.0,0.0
7932,15.4921875,247,98.0,0.0
7933,15.494140625,247,60.0,0.0
7934,15.49609375,247,49.0,0.0
7935,15.498046875,247,80.0,0.0
7936,15.5,248,118.0,0.0
7937,15.501953125,248,114.0,0.0
7938,15.50390625,248,109.0,0.0
7939,15.505859375,248,136.0,0.0
7940,15.5078125,248,161.0,0.0
7941,15.509765625,248,197.0,0.0
7942,15.51171875,248,247.0,0.0
7943,15.513671875,248,248.0,0.0
7944,15.515625,248,218.0,0.0
7945,15.517578125,248,196.0,0.0
7946,15.51953125,248,185.0,0.0
7947,15.521484375,248,273.0,0.0
7948,15.5234375,248,315.0,0.0
7949,15.525390625,248,244.0,0.0
7950,15.52734375,248,220.0,0.0
7951,15.529296875,248,280.0,0.0
7952,15.53125,248,327.0,0.0
7953,15.533203125,248,355.0,0.0
7954,15.53515625,248,331.0,0.0
7955,15.537109375,248,274.0,0.0
7956,15.5390625,248,259.0,0.0
7957,15.541015625,248,257.0,0.0
7958,15.54296875,248,208.0,0.0
7959,15.544921875,248,187.0,0.0
7960,15.546875,248,192.0,0.0
7961,15.548828125,248,202.0,0.0
7962,15.55078125,248,221.0,0.0
7963,15.552734375,248,229.0,0.0
7964,15.5546875,248,213.0,0.0
7965,15.556640625,248,155.0,0.0
7966,15.55859375,248,104.0,0.0
7967,15.560546875,248,132.0,0.0
7968,15.5625,249,179.0,0.0
7969,15.564453125,249,162.0,0.0
7970,15.56640625,249,87.0,0.0
7971,15.568359375,249,25.0,0.0
7972,15.5703125,249,21.0,0.0
7973,15.572265625,249,58.0,0.0
7974,15.57421875,249,84.0,0.0
7975,15.576171875,249,74.0,0.0
7976,15.578125,249,84.0,0.0
7977,15.580078125,249,102.0,0.0
7978,15.58203125,249,84.0,0.0
7979,15.583984375,249,53.0,0.0
7980,15.5859375,249,52.0,0.0
7981,15.587890625,249,99.0,0.0
