,Time:512Hz,Epoch,Electrode,Event Id
1024,2.0,32,-125.0,0.0
1025,2.001953125,32,-91.0,0.0
1026,2.00390625,32,-55.0,0.0
1027,2.005859375,32,-37.0,0.0
1028,2.0078125,32,-29.0,0.0
1029,2.009765625,32,-35.0,0.0
1030,2.01171875,32,-41.0,0.0
1031,2.013671875,32,-38.0,0.0
1032,2.015625,32,-26.0,0.0
1033,2.017578125,32,-2.0,0.0
1034,2.01953125,32,19.0,0.0
1035,2.021484375,32,28.0,0.0
1036,2.0234375,32,36.0,0.0
1037,2.025390625,32,33.0,0.0
1038,2.02734375,32,28.0,0.0
1039,2.029296875,32,39.0,0.0
1040,2.03125,32,59.0,0.0
1041,2.033203125,32,77.0,0.0
1042,2.03515625,32,71.0,0.0
1043,2.037109375,32,53.0,0.0
1044,2.0390625,32,43.0,0.0
1045,2.041015625,32,40.0,0.0
1046,2.04296875,32,51.0,0.0
1047,2.044921875,32,68.0,0.0
1048,2.046875,32,64.0,0.0
1049,2.048828125,32,44.0,0.0
1050,2.05078125,32,40.0,0.0
1051,2.052734375,32,55.0,0.0
1052,2.0546875,32,72.0,0.0
1053,2.056640625,32,87.0,0.0
1054,2.05859375,32,86.0,0.0
1055,2.060546875,32,69.0,0.0
1056,2.0625,33,59.0,0.0
1057,2.064453125,33,77.0,0.0
1058,2.06640625,33,100.0,0.0
1059,2.068359375,33,99.0,0.0
1060,2.0703125,33,87.0,0.0
1061,2.072265625,33,66.0,0.0
1062,2.07421875,33,56.0,0.0
1063,2.076171875,33,69.0,0.0
1064,2.078125,33,75.0,0.0
1065,2.080078125,33,76.0,0.0
1066,2.08203125,33,73.0,0.0
1067,2.083984375,33,74.0,0.0
1068,2.0859375,33,72.0,0.0
1069,2.087890625,33,70.0,0.0
1070,2.08984375,33,88.0,0.0
1071,2.091796875,33,112.0,0.0
1072,2.09375,33,118.0,0.0
1073,2.095703125,33,116.0,0.0
1074,2.09765625,33,113.0,0.0
1075,2.099609375,33,115.0,0.0
1076,2.1015625,33,105.0,0.0
1077,2.103515625,33,90.0,0.0
1078,2.10546875,33,101.0,0.0
