,Time:512Hz,Epoch,Electrode,Event Id
1024,2.0,32,35.0,0.0
1025,2.001953125,32,58.0,0.0
1026,2.00390625,32,68.0,0.0
1027,2.005859375,32,54.0,0.0
1028,2.0078125,32,32.0,0.0
1029,2.009765625,32,18.0,0.0
1030,2.01171875,32,41.0,0.0
1031,2.013671875,32,69.0,0.0
1032,2.015625,32,68.0,0.0
1033,2.017578125,32,50.0,0.0
1034,2.01953125,32,69.0,0.0
1035,2.021484375,32,87.0,0.0
1036,2.0234375,32,41.0,0.0
1037,2.025390625,32,-6.0,0.0
1038,2.02734375,32,32.0,0.0
1039,2.029296875,32,89.0,0.0
1040,2.03125,32,69.0,0.0
1041,2.033203125,32,29.0,0.0
1042,2.03515625,32,38.0,0.0
1043,2.037109375,32,52.0,0.0
1044,2.0390625,32,22.0,0.0
1045,2.041015625,32,-24.0,0.0
1046,2.04296875,32,-26.0,0.0
1047,2.044921875,32,11.0,0.0
1048,2.046875,32,38.0,0.0
1049,2.048828125,32,34.0,0.0
1050,2.05078125,32,18.0,0.0
1051,2.052734375,32,-8.0,0.0
1052,2.0546875,32,-46.0,0.0
1053,2.056640625,32,-36.0,0.0
1054,2.05859375,32,11.0,0.0
1055,2.060546875,32,29.0,0.0
1056,2.0625,33,16.0,0.0
1057,2.064453125,33,1.0,0.0
1058,2.06640625,33,43.0,0.0
1059,2.068359375,33,124.0,0.0
1060,2.0703125,33,181.0,0.0
1061,2.072265625,33,208.0,0.0
1062,2.07421875,33,212.0,0.0
1063,2.076171875,33,214.0,0.0
1064,2.078125,33,215.0,0.0
1065,2.080078125,33,212.0,0.0
1066,2.08203125,33,214.0,0.0
1067,2.083984375,33,226.0,0.0
1068,2.0859375,33,243.0,0.0
1069,2.087890625,33,298.0,0.0
1070,2.08984375,33,384.0,0.0
1071,2.091796875,33,363.0,0.0
1072,2.09375,33,261.0,0.0
1073,2.095703125,33,195.0,0.0
1074,2.09765625,33,195.0,0.0
1075,2.099609375,33,196.0,0.0
1076,2.1015625,33,151.0,0.0
