,Time:512Hz,Epoch,Electrode,Event Id
7680,15.0,240,-332.0,0
7681,15.001953125,240,-279.0,0
7682,15.00390625,240,-235.0,0
7683,15.005859375,240,-189.0,0
7684,15.0078125,240,-135.0,0
7685,15.009765625,240,-75.0,0
7686,15.01171875,240,-35.0,0
7687,15.013671875,240,-33.0,0
7688,15.015625,240,-50.0,0
7689,15.017578125,240,-24.0,0
7690,15.01953125,240,28.0,0
7691,15.021484375,240,50.0,0
7692,15.0234375,240,24.0,0
7693,15.025390625,240,-17.0,0
7694,15.02734375,240,-22.0,0
7695,15.029296875,240,1.0,0
7696,15.03125,240,38.0,0
7697,15.033203125,240,108.0,0
7698,15.03515625,240,197.0,0
7699,15.037109375,240,280.0,0
7700,15.0390625,240,344.0,0
7701,15.041015625,240,380.0,0
7702,15.04296875,240,435.0,0
7703,15.044921875,240,482.0,0
7704,15.046875,240,474.0,0
7705,15.048828125,240,457.0,0
7706,15.05078125,240,490.0,0
7707,15.052734375,240,551.0,0
7708,15.0546875,240,578.0,0
7709,15.056640625,240,600.0,0
7710,15.05859375,240,652.0,0
7711,15.060546875,240,693.0,0
7712,15.0625,241,722.0,0
7713,15.064453125,241,753.0,0
7714,15.06640625,241,775.0,0
7715,15.068359375,241,796.0,0
7716,15.0703125,241,833.0,0
7717,15.072265625,241,900.0,0
7718,15.07421875,241,980.0,0
7719,15.076171875,241,1045.0,0
7720,15.078125,241,1092.0,0
7721,15.080078125,241,1144.0,0
7722,15.08203125,241,1208.0,0
7723,15.083984375,241,1234.0,0
7724,15.0859375,241,1253.0,0
7725,15.087890625,241,1257.0,0
7726,15.08984375,241,1243.0,0
7727,15.091796875,241,1224.0,0
7728,15.09375,241,1175.0,0
7729,15.095703125,241,1127.0,0
7730,15.09765625,241,1112.0,0
7731,15.099609375,241,1127.0,0
7732,15.1015625,241,1137.0,0
7733,15.103515625,241,1105.0,0
7734,15.10546875,241,1057.0,0
7735,15.107421875,241,1040.0,0
7736,15.109375,241,1016.0,0
7737,15.111328125,241,972.0,0
7738,15.11328125,241,913.0,0
7739,15.115234375,241,837.0,0
7740,15.1171875,241,757.0,0
7741,15.119140625,241,679.0,0
7742,15.12109375,241,553.0,0
7743,15.123046875,241,420.0,0
7744,15.125,242,364.0,0
7745,15.126953125,242,349.0,0
7746,15.12890625,242,201.0,33552
7747,15.130859375,242,113.0,0
7748,15.1328125,242,50.0,0
7749,15.134765625,242,-26.0,0
7750,15.13671875,242,-129.0,0
7751,15.138671875,242,-226.0,0
7752,15.140625,242,-291.0,0
7753,15.142578125,242,-366.0,0
7754,15.14453125,242,-483.0,0
7755,15.146484375,242,-588.0,0
7756,15.1484375,242,-645.0,0
7757,15.150390625,242,-653.0,0
7758,15.15234375,242,-649.0,0
7759,15.154296875,242,-637.0,0
7760,15.15625,242,-666.0,0
7761,15.158203125,242,-733.0,0
7762,15.16015625,242,-770.0,0
7763,15.162109375,242,-755.0,0
7764,15.1640625,242,-724.0,0
7765,15.166015625,242,-669.0,0
7766,15.16796875,242,-631.0,0
